Branch,Efficiency_Score,Status
Santa Ana Branch,0.999126,Inefficient
Dallas Uptown Branch,0.999124,Inefficient
East Los Angeles Branch,0.999124,Inefficient
Second Avenue and 43rd Street Branch,0.999124,Inefficient
Henrietta Branch,0.999123,Inefficient
Cedar-Fairmount Branch,0.999122,Inefficient
North Cooper Branch,0.999122,Inefficient
St. Charles Avenue Branch,0.999122,Inefficient
Englewood Branch,0.999121,Inefficient
River Road-Campbell Avenue Branch,0.999121,Inefficient
Stafford Pointe Branch,0.999121,Inefficient
Broadway and 32nd Branch,0.99912,Inefficient
Jupiter Branch,0.99912,Inefficient
Dewitt Branch,0.999119,Inefficient
Wayne Road-Cowan Branch,0.999119,Inefficient
Franklin Gate Branch,0.999118,Inefficient
Broadway Seattle Branch,0.999117,Inefficient
Copiague Branch,0.999117,Inefficient
Judson Road Branch,0.999117,Inefficient
Lantern Road and 96th Branch,0.999117,Inefficient
Riverdale North Branch,0.999117,Inefficient
Bedford Harwood Branch,0.999116,Inefficient
Bell & Thompson Peak Bkg Cntr Branch,0.999116,Inefficient
County Line Branch,0.999116,Inefficient
Hurst Branch,0.999116,Inefficient
Roselle & Wise Banking Center Branch,0.999116,Inefficient
112th & Broadway Branch,0.999115,Inefficient
Memorial Dairy Branch,0.999115,Inefficient
Lefferts Boulevard Branch,0.999114,Inefficient
Mahwah Banking Center Branch,0.999114,Inefficient
Port Hueneme Office Branch,0.999114,Inefficient
Van Nuys Branch,0.999114,Inefficient
Audubon Branch,0.999113,Inefficient
Bushwick Branch,0.999113,Inefficient
Edmonds Branch,0.999113,Inefficient
Farmers Branch,0.999113,Inefficient
Schoenherr-14 Mile Branch,0.999113,Inefficient
College Point Branch,0.999112,Inefficient
Florham Park Branch,0.999112,Inefficient
Prescott Branch,0.999111,Inefficient
North Hartsdale Branch,0.99911,Inefficient
San Francisco - Mission Bay Branch,0.99911,Inefficient
Lafayette Branch,0.999109,Inefficient
Seventh Street - Bell Road Branch,0.999109,Inefficient
South Victoria Ave Branch,0.999108,Inefficient
Ygnacio Valley Branch,0.999108,Inefficient
Mack-Moross Road Branch,0.999107,Inefficient
Rowlett Branch,0.999107,Inefficient
Sierra Madre Branch,0.999107,Inefficient
White Oak Branch,0.999107,Inefficient
Zionsville Branch,0.999107,Inefficient
Boca Raton Del Mar Branch,0.999106,Inefficient
Capital Plaza Branch,0.999106,Inefficient
Highlands Ranch Branch,0.999106,Inefficient
Westwood Branch,0.999106,Inefficient
Frankfort Preston Branch,0.999103,Inefficient
Metropolitan Avenue Branch,0.999103,Inefficient
Athens Main Branch,0.999102,Inefficient
Lagacy and Lebanon Banking Center Branch,0.999102,Inefficient
Berwyn Branch,0.999101,Inefficient
Gilbert Branch,0.999101,Inefficient
Journal Square Branch,0.999101,Inefficient
Old Metairie Branch,0.9991,Inefficient
Fairfield Woods Branch,0.999098,Inefficient
Flatlands Branch,0.999098,Inefficient
Monroe Beech Branch,0.999098,Inefficient
Terrytown Branch,0.999098,Inefficient
Gold Dome Branch,0.999097,Inefficient
Green Bay Main Office Branch,0.999096,Inefficient
Pelham Bay Branch,0.999096,Inefficient
W. Seven Mile-Northville Road Branch,0.999096,Inefficient
LA Brea Branch,0.999095,Inefficient
Scripps Ranch Branch,0.999095,Inefficient
Lyons Branch,0.999094,Inefficient
Mulpitas Branch,0.999093,Inefficient
Rochester Medical Center Branch,0.999093,Inefficient
Pasadena Allen Branch,0.99909,Inefficient
River Edge Branch,0.99909,Inefficient
Albee Square Branch,0.999089,Inefficient
Eighth Ave and 15th Branch,0.999089,Inefficient
Glendale Woodhaven Branch,0.999089,Inefficient
Lombard Branch,0.999089,Inefficient
Six Mile-Inkster Branch,0.999087,Inefficient
Bohemia Branch,0.999086,Inefficient
Hualapai Commons Branch,0.999086,Inefficient
Sawgrass Branch,0.999086,Inefficient
Wabash Village Branch,0.999086,Inefficient
El Monte Branch,0.999084,Inefficient
Calumet Branch,0.999083,Inefficient
Long Point Branch,0.999083,Inefficient
Edison Banking Center Branch,0.999082,Inefficient
LA Puente Branch,0.999081,Inefficient
Rialto Branch,0.999081,Inefficient
Stony Hill Branch,0.999081,Inefficient
Staten Island Mall Branch,0.99908,Inefficient
Brookfield Branch,0.999079,Inefficient
North Hollywood Branch,0.999079,Inefficient
241 W Main Branch,0.999078,Inefficient
Pleasant Hill Branch,0.999076,Inefficient
Westgate Ann Arbor Branch,0.999076,Inefficient
Gellert Blvd Branch,0.999075,Inefficient
Newark - Jarvis Branch,0.999075,Inefficient
San Jose - Evergreen Branch,0.999075,Inefficient
Union City - Alvarado Niles Branch,0.999075,Inefficient
Pomona Branch,0.999073,Inefficient
Greenwich Village Branch,0.999072,Inefficient
South Cooper Branch,0.999072,Inefficient
Greenville Banking Center Branch,0.999071,Inefficient
Powell Road Branch,0.99907,Inefficient
Metropolitan and 74th St Branch,0.999068,Inefficient
Streeterville Banking Center Branch,0.999068,Inefficient
Sun City Grand Branch,0.999067,Inefficient
Pine Valley Branch,0.999066,Inefficient
Pga Blvd Branch,0.999065,Inefficient
Winchester Branch,0.999065,Inefficient
Ninth Avenue & 55th Street Branch,0.999064,Inefficient
Thunderbird and 7th Branch,0.999064,Inefficient
Alief Branch,0.999063,Inefficient
South Valley Stream Branch,0.999063,Inefficient
Bay Ridge @ 86th Bkg. Ctr. Branch,0.999061,Inefficient
Denville Branch,0.999061,Inefficient
Long Lake - Rochester Branch,0.999061,Inefficient
Temecula Office Branch,0.99906,Inefficient
Duncanville Branch,0.999059,Inefficient
Imperial Valley Branch,0.999059,Inefficient
Merrick Branch,0.999059,Inefficient
Monrovia Branch,0.999059,Inefficient
Archer Branch,0.999058,Inefficient
El Paso - West Branch,0.999058,Inefficient
H Street Branch,0.999058,Inefficient
Christopher Columbus Branch,0.999057,Inefficient
Scripps Poway Branch,0.999057,Inefficient
The Park Branch,0.999055,Inefficient
Boulevard Branch,0.999054,Inefficient
Liberty Ave and Drew St Branch,0.999054,Inefficient
Union Commerce Branch,0.999054,Inefficient
Westbury Branch,0.999054,Inefficient
Sawmill Branch,0.999053,Inefficient
Hancock Park Branch,0.999052,Inefficient
Redding Main Branch,0.999052,Inefficient
Thomas and 44th Street Branch,0.999051,Inefficient
High Ridge Road Branch,0.99905,Inefficient
Rochester Branch,0.99905,Inefficient
South Mason Road Branch,0.99905,Inefficient
Foothill Blvd Branch,0.999048,Inefficient
Parc Fontaine Branch,0.999048,Inefficient
Monsey Branch,0.999047,Inefficient
Nutley Center St Branch,0.999047,Inefficient
Richardson Square Branch,0.999047,Inefficient
Euless Boulevard Branch,0.999046,Inefficient
Western and 22nd Branch,0.999046,Inefficient
Naper & Ogden Banking Center Branch,0.999045,Inefficient
Citrus & Workman Bking Ctr Branch,0.999044,Inefficient
El Camino Real and Marron Branch,0.999044,Inefficient
Fullerton Downtown Branch,0.999044,Inefficient
Los Alamitos Branch,0.999042,Inefficient
Smith Haven Branch,0.999042,Inefficient
Hicksville North Broadway Branch,0.99904,Inefficient
Pittsford Village Branch,0.99904,Inefficient
Dublin Blvd Branch,0.999039,Inefficient
Fifth Ave and 54th Branch,0.999039,Inefficient
Crenshaw Branch,0.999038,Inefficient
Custer and 15th Branch,0.999038,Inefficient
Alma School and Queen Creek Branch,0.999037,Inefficient
Escondido Branch,0.999037,Inefficient
Mount Vernon Branch,0.999036,Inefficient
Tujunga Branch,0.999036,Inefficient
Clarksburg Main Branch,0.999034,Inefficient
West Garland Branch,0.999034,Inefficient
Camden Branch,0.999032,Inefficient
Cook Branch,0.999032,Inefficient
Shorewood Branch,0.999032,Inefficient
Holleman and Texas Banking Center Branch,0.999031,Inefficient
Park City Branch,0.99903,Inefficient
Plano and Preston Branch,0.99903,Inefficient
Norridge Banking Center Branch,0.999029,Inefficient
Yorktown Heights Branch,0.999029,Inefficient
North Port Branch,0.999028,Inefficient
Southland Branch,0.999028,Inefficient
Taraval Street and 19th Branch,0.999028,Inefficient
Josey and Jackson Branch,0.999027,Inefficient
Valley Cottage Branch,0.999027,Inefficient
Melrose Branch,0.999026,Inefficient
Rancho Vista Branch,0.999026,Inefficient
Chatsworth Branch,0.999023,Inefficient
Corona Ontario Ave & Main St Branch,0.999023,Inefficient
Roseville Branch,0.999023,Inefficient
Carrollton Branch,0.999022,Inefficient
Corona Hills Branch,0.999022,Inefficient
Sherman Branch,0.999022,Inefficient
Sw 6th and Yamhill Branch,0.999022,Inefficient
Portola Valley Branch,0.999021,Inefficient
San Clemento Branch,0.99902,Inefficient
Sixth Ave & West 28th St Bnkg Branch,0.99902,Inefficient
Ardsley Branch,0.999019,Inefficient
River Rd and Tower Dr Branch,0.999019,Inefficient
Gilroy Branch,0.999018,Inefficient
Mcclintock Dr-Southern Avenue Branch,0.999018,Inefficient
Palcentia Branch,0.999018,Inefficient
Central and Columbus Branch,0.999017,Inefficient
Noe Valley Branch,0.999017,Inefficient
Sayville Branch,0.999016,Inefficient
Syosset Branch,0.999016,Inefficient
University and Mill Branch,0.999016,Inefficient
William Cannon and Mopac Branch,0.999015,Inefficient
Doral Plaza Branch,0.999013,Inefficient
Boca Raton Town Branch,0.999012,Inefficient
Cherry Creek Banking Center Branch,0.999012,Inefficient
South Torrance Financial Ctr Branch,0.999012,Inefficient
West Loop Banking Center Branch,0.999011,Inefficient
Bryant and 2nd Branch,0.99901,Inefficient
County Fair Branch,0.99901,Inefficient
Santa Margarita Pkwy Branch,0.99901,Inefficient
Canyon Country Branch,0.999008,Inefficient
Englewood Hampden Branch,0.999008,Inefficient
Elston Plaza Branch,0.999005,Inefficient
Grass Valley Branch,0.999005,Inefficient
Highland Road Branch,0.999005,Inefficient
Irving Boulevard Branch,0.999005,Inefficient
Lake Highlands Branch,0.999005,Inefficient
Scottsdale Road-Shea Blvd. Branch,0.999003,Inefficient
Metro Parkways + Mound Road Branch,0.999002,Inefficient
Monroe Rt 17m Branch,0.999002,Inefficient
Capitol Branch,0.999001,Inefficient
Mccaslin Branch,0.999001,Inefficient
Mission Bay Boca Raton Branch,0.999001,Inefficient
River Oaks Branch,0.999001,Inefficient
Bayfair Branch,0.998999,Inefficient
Frankfort Banking Center Branch,0.998998,Inefficient
Foster City Branch,0.998997,Inefficient
Halstead and Osborn Branch,0.998997,Inefficient
Scottsdale Grayhawk Branch,0.998997,Inefficient
Middletown Branch,0.998996,Inefficient
Venice Ave E and Pinebrook Branch,0.998996,Inefficient
Gunbarrel Branch,0.998994,Inefficient
Mccormick Ranch Branch,0.998994,Inefficient
Palm Beach Gardens Branch,0.998994,Inefficient
Broadway and Country Club Branch,0.998993,Inefficient
Pima & Frank Lloyd Bkng. Ctr. Branch,0.998993,Inefficient
San Diego Hillcrest Branch,0.998993,Inefficient
Arroyo Grande Branch,0.998992,Inefficient
Bell Road and 35th Avenue Branch,0.998991,Inefficient
Main Street Branch,0.99899,Inefficient
Ventura Woodland Hills Branch,0.99899,Inefficient
Irvine - Irvine Boulevard Branch,0.998989,Inefficient
Balboa Branch,0.998988,Inefficient
Silverlake Branch,0.998988,Inefficient
Barrington Branch,0.998986,Inefficient
North Chelsea Branch,0.998986,Inefficient
Castell Motor Bank Branch,0.998985,Inefficient
Chestnut Street Branch,0.998984,Inefficient
Bell Road and 77th Avenue Branch,0.998983,Inefficient
North Bellmore Branch,0.998981,Inefficient
Harden Plaza Branch,0.99898,Inefficient
Lansing Ridge Branch,0.99898,Inefficient
Seal Beach Pch Branch,0.99898,Inefficient
Clocktower Branch,0.998978,Inefficient
Northgate Branch,0.998977,Inefficient
Bellaire Blvd and Rice Branch,0.998976,Inefficient
Buffalo Grove - The Grove Branch,0.998976,Inefficient
Mockingbird Banking Center Branch,0.998976,Inefficient
Sun City-Bell Road Branch,0.998976,Inefficient
Town & Country Branch,0.998975,Inefficient
Tustin and Chapman Branch,0.998975,Inefficient
Hialeah Branch,0.998973,Inefficient
Northport Main St Branch,0.998973,Inefficient
Ridgefield Branch,0.998973,Inefficient
South Park Victoria Dr Branch,0.998971,Inefficient
Kendale Lakes Branch,0.99897,Inefficient
Alden Bridge Branch,0.998969,Inefficient
Palomar Branch,0.998968,Inefficient
Thruway Branch,0.998967,Inefficient
Ozone Park Branch,0.998966,Inefficient
Pioneer Parkway Branch,0.998965,Inefficient
Tenafly Banking Center Branch,0.998965,Inefficient
Westchester Miami Branch,0.998965,Inefficient
Elmbrook Branch,0.998964,Inefficient
Tottenville Branch,0.998964,Inefficient
Trancas St Branch,0.998964,Inefficient
Woodlands West Banking Center Branch,0.998964,Inefficient
Broadway and Hamilton Branch,0.998963,Inefficient
Speedway-Swan Branch,0.998963,Inefficient
Jackson Street - Monroe Branch,0.998962,Inefficient
Livingston Banking Center Branch,0.998962,Inefficient
Greenspoint Branch,0.998961,Inefficient
San Juan Capistrano Branch,0.998958,Inefficient
Cooper City Branch,0.998957,Inefficient
Lakewood Banking Center Branch,0.998957,Inefficient
Tribeca Banking Center Branch,0.998957,Inefficient
Prytania Branch,0.998956,Inefficient
Addison Branch,0.998952,Inefficient
Bellflower Branch,0.998952,Inefficient
Main Street and Division Branch,0.998952,Inefficient
Jamaica Estates Branch,0.998951,Inefficient
Copperfield Branch,0.99895,Inefficient
Ina-Thornydale Branch,0.998949,Inefficient
Valencia Main Branch,0.998948,Inefficient
Melrose Park Branch,0.998945,Inefficient
Stratford Barnum Avenue Branch,0.998945,Inefficient
Ynez Road Branch,0.998945,Inefficient
South Belt Branch,0.998942,Inefficient
Lemmon Avenue Branch,0.998941,Inefficient
West Torrance Branch,0.998941,Inefficient
West Los Angeles Branch,0.99894,Inefficient
Macarthur Airport Vets Hwy Branch,0.998938,Inefficient
Porter Ranch Branch,0.998938,Inefficient
187-15 Union Turnpike Branch,0.998937,Inefficient
Monterey Branch,0.998937,Inefficient
Great Neck Branch,0.998936,Inefficient
Issaquah Branch,0.998936,Inefficient
Newkirk Plaza Branch,0.998935,Inefficient
Restoration Plaza Branch,0.998933,Inefficient
12 Mile-Country Club Drive Branch,0.998932,Inefficient
Hwy 183 and Lake Creek Branch,0.998932,Inefficient
New Rochelle Branch,0.998932,Inefficient
Sunset Drive Miami Branch,0.998932,Inefficient
Surfside Branch,0.998931,Inefficient
Palm Springs Branch,0.998929,Inefficient
Junipero Serra Branch,0.998925,Inefficient
Brighton Monroe Branch,0.998922,Inefficient
Dixie-Maybee Branch,0.998922,Inefficient
Vernier-Harper Branch,0.998922,Inefficient
Grasmere Branch,0.998921,Inefficient
Harmon Meadow Branch,0.99892,Inefficient
Huntington Square Mall Branch,0.99892,Inefficient
Kew Gardens Branch,0.99892,Inefficient
Mercer Island Branch,0.998919,Inefficient
University Branch,0.998919,Inefficient
Malibu Branch,0.998917,Inefficient
Rancho Cucamonga Branch,0.998916,Inefficient
Chino Hills Branch,0.998912,Inefficient
North Wrigleyville Banking Center Branch,0.998912,Inefficient
Murrieta Branch,0.998911,Inefficient
Macarthur Park Branch,0.99891,Inefficient
Southgate Branch,0.998906,Inefficient
West Bay Shore Branch,0.998906,Inefficient
Lake Ronkonkoma Branch,0.998905,Inefficient
Riverside Ave Branch,0.998905,Inefficient
Grand Ave and 66th St Branch,0.998904,Inefficient
Lincoln Park Central Banking Center Branch,0.998904,Inefficient
Manhattan Beach Blvd Branch,0.998904,Inefficient
Gahanna North Branch,0.998903,Inefficient
Golden Springs Branch,0.998903,Inefficient
Via Linda/Frank Lloyd Wright Branch,0.998903,Inefficient
South Pataline Branch,0.998902,Inefficient
Tallman Branch,0.998902,Inefficient
Ballard Branch,0.998898,Inefficient
Cinco Ranch Branch,0.998898,Inefficient
Clement Street Branch,0.998898,Inefficient
Litchfield/Mcdowell Banking Branch,0.998897,Inefficient
American Fork Banking Center Branch,0.998895,Inefficient
Claremont Branch,0.998895,Inefficient
Fallbrook Branch,0.998895,Inefficient
Far Hills Avenue Branch,0.998895,Inefficient
El Cerrito Branch,0.998894,Inefficient
East Glendora Branch,0.998893,Inefficient
Avenue H Branch,0.998891,Inefficient
Pleasantville Branch,0.998889,Inefficient
Kingwood Towne Center Branch,0.998885,Inefficient
Schiller Park Branch,0.998885,Inefficient
12335 Venice Blvd Branch,0.998884,Inefficient
Larchmont Village Branch,0.998883,Inefficient
Wakefield Branch,0.998882,Inefficient
Mineola Branch,0.998881,Inefficient
Oradell Branch,0.998881,Inefficient
Stadium Branch,0.998881,Inefficient
Coit and Park Branch,0.998879,Inefficient
Garfield-19 Mile Branch,0.998879,Inefficient
Rancho Penasquitos Branch,0.998876,Inefficient
Mountain Blvd Branch,0.998875,Inefficient
Glen Oaks Branch,0.998874,Inefficient
Monroe Branch,0.998874,Inefficient
Ramona Branch,0.998872,Inefficient
Kings Crossing Branch,0.998871,Inefficient
Woodlands Branch,0.998871,Inefficient
Mcbean Parkway Branch,0.99887,Inefficient
Westerville South Branch,0.998869,Inefficient
Cross River Branch,0.998867,Inefficient
Pacific Beach Branch,0.998866,Inefficient
Hulen Mall Branch,0.998865,Inefficient
Orchard Lake-Pontiac Trail Branch,0.998864,Inefficient
Cumberland and Lawrence Banking Center Branch,0.998862,Inefficient
Carefree Branch,0.998861,Inefficient
Washington Heights Branch,0.99886,Inefficient
Loveland Branch,0.998859,Inefficient
Darien Branch,0.998858,Inefficient
Oak Grove Branch,0.998858,Inefficient
Osage Branch,0.998858,Inefficient
Rural and Baseline Branch,0.998855,Inefficient
Auburn Hills Branch,0.998853,Inefficient
San Clemente North Branch,0.998851,Inefficient
Kenner Branch,0.99885,Inefficient
Grant Avenue Branch,0.998848,Inefficient
Redmond Branch,0.998848,Inefficient
Belden Dressler Branch,0.998847,Inefficient
Cypress Station Branch,0.998847,Inefficient
Holliswood Branch,0.998847,Inefficient
Polk Branch,0.998847,Inefficient
Bixby Knolls Branch,0.998846,Inefficient
Westchase Branch,0.998845,Inefficient
Imperial Beach Branch,0.998844,Inefficient
Orangeburg Branch,0.998844,Inefficient
Dublin Branch,0.998843,Inefficient
Wyckoff Branch,0.998843,Inefficient
Williston Park Banking Center Branch,0.998841,Inefficient
Brighton East Branch,0.99884,Inefficient
Laguna Niguel Office Branch,0.998839,Inefficient
Peekskill Branch,0.998838,Inefficient
Highland Village Branch,0.998837,Inefficient
Grand and Franklin Bkg. Ctr. Branch,0.998836,Inefficient
Bensonhurst Branch,0.998834,Inefficient
Broadway Morris Exchange Branch,0.998834,Inefficient
Worthington Square Branch,0.998834,Inefficient
Washington Centerville Branch,0.998833,Inefficient
Henderson Road Branch,0.998832,Inefficient
Thornwood Branch,0.99883,Inefficient
New York North Branch,0.998829,Inefficient
Woodside Rd Branch,0.998829,Inefficient
Casa Grande Branch,0.998828,Inefficient
Hawthorne Main Branch,0.998827,Inefficient
West Anderson Branch,0.998824,Inefficient
Greenbrae Branch,0.998823,Inefficient
Lake Havasu Branch,0.998822,Inefficient
College Road West Monsey Banking Center Branch,0.998821,Inefficient
Westminster/Beach Branch,0.998821,Inefficient
West Eight Mile-Haggerty Branch,0.99882,Inefficient
Emerald Hills Branch,0.998818,Inefficient
Lake Zurich-Rand Branch,0.998817,Inefficient
Barclay Circle Branch,0.998816,Inefficient
East Farmingdale Branch,0.998816,Inefficient
Bellevue Way Branch,0.998814,Inefficient
Mount Freedom Sussex Branch,0.998813,Inefficient
Factoria Branch,0.998812,Inefficient
Towne Center Branch,0.998811,Inefficient
Twelve Mile-Farmington Road Branch,0.998811,Inefficient
Rockaway Park Branch,0.998806,Inefficient
Sepulveda Manhattan Beach Branch,0.998806,Inefficient
Carle Place Branch,0.998804,Inefficient
Morgan Hill Branch,0.998804,Inefficient
Panorama City Branch,0.998804,Inefficient
Nora Branch,0.998803,Inefficient
Coit/Beltline Branch,0.998801,Inefficient
Ford Road-Outer Drive Branch,0.998801,Inefficient
Elgin Randall Rd Branch,0.9988,Inefficient
North Evanston Facility Branch,0.9988,Inefficient
Grand Parkway Branch,0.998799,Inefficient
Great Neck Branch,0.998799,Inefficient
Irving Branch,0.998799,Inefficient
Atlanta - Buckhead Branch,0.998798,Inefficient
Azusa Branch,0.998798,Inefficient
Kings Plaza Branch,0.998798,Inefficient
West Caldwell Branch,0.998798,Inefficient
Beltline and Montfort Branch,0.998796,Inefficient
Lake Hiawatha Branch,0.998796,Inefficient
New Haven Church Street Branch,0.998796,Inefficient
Cross County Branch,0.998793,Inefficient
Palm Desert Branch,0.998792,Inefficient
Tatum and Bell Branch,0.998791,Inefficient
Sierra Vista-Buena Branch,0.998789,Inefficient
Mission Valley Branch,0.998785,Inefficient
Westwood Branch,0.998784,Inefficient
Camarillo Branch,0.998782,Inefficient
Kingsdale Branch,0.998782,Inefficient
Marlboro Branch,0.998782,Inefficient
Mesa Main Branch,0.998782,Inefficient
South Salt Lake Branch,0.998781,Inefficient
Severn Branch,0.99878,Inefficient
Yellowstone Branch,0.998779,Inefficient
Fountain Hills Branch,0.998778,Inefficient
Lakewood Branch,0.998778,Inefficient
Allen Center Branch,0.998777,Inefficient
Carnegie Hall Banking Center Branch,0.998776,Inefficient
Elmwood Branch,0.998776,Inefficient
Walnut Hill and Macarthur Branch,0.998774,Inefficient
Weston Road Branch,0.998774,Inefficient
Lake Forest Branch,0.998773,Inefficient
Burlingame Chapin Branch,0.998772,Inefficient
North Torrance Branch,0.998771,Inefficient
Spring Branch Banking Branch,0.998771,Inefficient
Del Mar Branch,0.998769,Inefficient
Oak Lawn Branch,0.998769,Inefficient
Flatbush Branch,0.998767,Inefficient
Legacy and Coit Branch,0.998766,Inefficient
Westminster Branch,0.998766,Inefficient
Fairfax Branch,0.998765,Inefficient
Tanque Verde & Sabino Canyon Branch,0.998765,Inefficient
West Magnolia Blvd Branch,0.998765,Inefficient
Westchester Square Branch,0.998765,Inefficient
Junction Boulevard Branch,0.998763,Inefficient
Sunnyside Branch,0.998763,Inefficient
Brea Branch,0.99876,Inefficient
Port Authority Banking Center Branch,0.99876,Inefficient
Sauk Creek Branch,0.99876,Inefficient
Mamaroneck Branch,0.998759,Inefficient
Montrose Branch,0.998756,Inefficient
Metrotech Branch,0.998755,Inefficient
North Freeway Branch,0.998755,Inefficient
Washington Square Lansing Branch,0.998755,Inefficient
Ditmars Branch,0.998754,Inefficient
Seaford Branch,0.998752,Inefficient
Birmingham Branch,0.998751,Inefficient
Clear Lake City Boulevard Branch,0.998751,Inefficient
Third Avenue and 65th Street Branch,0.998751,Inefficient
Pico-Doheny Branch,0.99875,Inefficient
Sacramento 21st Street Branch,0.99875,Inefficient
Chorro Branch,0.998749,Inefficient
Bayside South Branch,0.998748,Inefficient
Hillcrest Branch,0.998748,Inefficient
North White Plains Branch,0.998748,Inefficient
Upper Montclair Branch,0.998748,Inefficient
Metuchen Branch,0.998747,Inefficient
Michigan & Randolph Baning Center Branch,0.998747,Inefficient
Fleetwood Branch,0.998746,Inefficient
Clairemont Branch,0.99874,Inefficient
San Rafael Branch,0.99874,Inefficient
Del Amo Branch,0.998739,Inefficient
Gilbert-Mckellips Branch,0.998739,Inefficient
Houma Main Branch,0.998738,Inefficient
Northwestern - Twelve Mile Branch,0.998738,Inefficient
Alicia Parkway Branch,0.998737,Inefficient
Brighton Grand River Branch,0.998737,Inefficient
Park Labrea Branch,0.998737,Inefficient
LA Jolla Village Center Branch,0.998734,Inefficient
South Pacific Ave and 10th Branch,0.998734,Inefficient
Dempster Branch,0.998733,Inefficient
Valley Stream Branch,0.998732,Inefficient
Ahwatukee Branch,0.998731,Inefficient
Southwest Tower Branch,0.998731,Inefficient
Dunham Branch,0.99873,Inefficient
Lindenhurst Branch,0.998726,Inefficient
Doral Isles Branch,0.998725,Inefficient
West Hillcrest Drive Branch,0.998722,Inefficient
State St and Hope Ave Branch,0.99872,Inefficient
Centerville Garland Branch,0.998719,Inefficient
Swan-Sunrise Drive Branch,0.998717,Inefficient
W University and Hinkle Branch,0.998714,Inefficient
Airline Branch,0.998708,Inefficient
Bear Creek Branch,0.998707,Inefficient
Scarsdale Central Park Branch,0.998707,Inefficient
Maxtown Branch,0.998705,Inefficient
Princeton Branch,0.998705,Inefficient
Mira Mesa Branch,0.998701,Inefficient
Briarwood Branch,0.9987,Inefficient
Bloomington Il Main Branch,0.998698,Inefficient
Walton-Livernois Branch,0.998698,Inefficient
Montebello Branch,0.998695,Inefficient
Del Oro Branch,0.998693,Inefficient
Santa Cruz Branch,0.998692,Inefficient
Bonita Branch,0.998689,Inefficient
Gulfgate Branch,0.998688,Inefficient
International Mall Branch,0.998687,Inefficient
Second Ave and 10th St Branch,0.998686,Inefficient
Kings Highway Branch,0.998684,Inefficient
Grandview Branch,0.998683,Inefficient
Littleton Branch,0.998683,Inefficient
Ridgewood Branch,0.998683,Inefficient
Lincoln Blvd Branch,0.998681,Inefficient
Elk Grove Village-Higgins Rd Branch,0.998677,Inefficient
Walsh Tarlton Branch,0.998677,Inefficient
Gurnee Branch,0.998672,Inefficient
LA Jolla Downtown Branch,0.998671,Inefficient
Lemont Branch,0.998671,Inefficient
Pasadena East Southmore Branch,0.99867,Inefficient
Fulton and Bond St Branch,0.998669,Inefficient
Millwood Branch,0.998669,Inefficient
Rancho San Diego East Branch,0.998669,Inefficient
Seal Beach Branch,0.998669,Inefficient
Cyfair Branch,0.998668,Inefficient
Park Avenue and 32nd Street Branch,0.998667,Inefficient
Bronxville Branch,0.998666,Inefficient
Traverse City Main Branch,0.998666,Inefficient
Pico and Roxbury Branch,0.998664,Inefficient
Upland Branch,0.998664,Inefficient
Eastchester Branch,0.998663,Inefficient
Redlands Branch,0.998663,Inefficient
Lake Success Branch,0.998662,Inefficient
Lakewood Branch,0.998662,Inefficient
West New Brighton Branch,0.99866,Inefficient
Delray Square Branch,0.998657,Inefficient
Aliso Branch,0.998655,Inefficient
Bay Area Boulevard Branch,0.998654,Inefficient
West Galleria Branch,0.998653,Inefficient
California Street Branch,0.998651,Inefficient
Morris Plains Branch,0.998651,Inefficient
Downtown Fredericksburg Branch,0.998649,Inefficient
Fifth Avenue and 21st Street Branch,0.998647,Inefficient
Parsippany Road Branch,0.998647,Inefficient
University City Branch,0.998642,Inefficient
Flower Mound Branch,0.998641,Inefficient
Pelham Parkway Branch,0.998637,Inefficient
Harrison Avenue Branch,0.998631,Inefficient
Walnut Ave Branch,0.998631,Inefficient
Boynton Military Branch,0.998626,Inefficient
Fifth Avenue and 27th Street Branch,0.998626,Inefficient
Mount Kisco Satellite Express Branch,0.998626,Inefficient
Scottsdale Branch,0.998626,Inefficient
Woodward-Salem Branch,0.998626,Inefficient
Carmel Branch,0.998625,Inefficient
Roosevelt and 75th St Branch,0.998625,Inefficient
Flushing Main St Branch,0.998624,Inefficient
Walt Whitman Branch,0.998622,Inefficient
Coral Gables Branch,0.998621,Inefficient
Table Mesa Branch,0.998621,Inefficient
Solano Branch,0.99862,Inefficient
Forest Avenue Livermore Branch,0.998616,Inefficient
Ralph Ave and Ave N Branch,0.998616,Inefficient
Yuma Branch,0.998616,Inefficient
Elmhurst York Branch,0.998613,Inefficient
West Babylon Branch,0.998613,Inefficient
Bellmore Branch,0.998612,Inefficient
New Dorp Branch,0.998612,Inefficient
Palisades Park Branch,0.998612,Inefficient
Sunnyside North Branch,0.998612,Inefficient
New Territory Banking Center Branch,0.99861,Inefficient
West Park and Preston Branch,0.99861,Inefficient
Pacific Palasades Branch,0.998608,Inefficient
Heathcote Branch,0.998607,Inefficient
Marina Del Rey Branch,0.998606,Inefficient
North Santa Cruz Branch,0.998606,Inefficient
Superstition Spring Branch,0.998606,Inefficient
Friendswood Branch,0.998605,Inefficient
Uptown Park Branch,0.998605,Inefficient
Selden Branch,0.998603,Inefficient
Mckellips and 56th Street Branch,0.9986,Inefficient
Eastland Third Street Branch,0.998599,Inefficient
Orem Banking Branch,0.998596,Inefficient
Lincolnwood Banking Center Branch,0.998595,Inefficient
