Branch,Efficiency_Score,Status
Auburndale Branch,0.999618,Inefficient
Busha Highway Branch,0.999618,Inefficient
Chandler Heights and Arizona Ave Branch,0.999618,Inefficient
Crescent City Branch,0.999618,Inefficient
Edgewater Drive Branch,0.999618,Inefficient
Gardenside Branch,0.999618,Inefficient
Greeley Commons Banking Ctr. Branch,0.999618,Inefficient
N Lamar and Rundberg Branch,0.999618,Inefficient
Northline Allen Branch,0.999618,Inefficient
Portage Central Branch,0.999618,Inefficient
Rt 59 and 135th St Branch,0.999618,Inefficient
Toms River Branch,0.999618,Inefficient
White Lane Branch,0.999618,Inefficient
Amherst Branch,0.999617,Inefficient
Arvada Branch,0.999617,Inefficient
Dixie Farm & Fm 518 Branch,0.999617,Inefficient
Hartville Branch,0.999617,Inefficient
New Lots Branch,0.999617,Inefficient
Poulsbo Branch,0.999617,Inefficient
Wilsonville Branch,0.999617,Inefficient
Brockport Branch,0.999616,Inefficient
Coeur D Alene Fred Meyer Branch,0.999616,Inefficient
Reedley Branch,0.999616,Inefficient
Southport/Waveland/Addison Banking Center Branch,0.999616,Inefficient
Union Park Branch,0.999616,Inefficient
Chevy Chase Branch,0.999615,Inefficient
Clifton Branch,0.999615,Inefficient
Crown Centre Plaza Branch,0.999615,Inefficient
Delta Fair Blvd Branch,0.999615,Inefficient
Eastgate Branch,0.999615,Inefficient
Maple Valley Branch,0.999615,Inefficient
Steinway St and 30th Ave Branch,0.999615,Inefficient
Bayou Black Branch,0.999614,Inefficient
Hamilton Marketplace Branch,0.999614,Inefficient
Lake Park Branch,0.999614,Inefficient
Laurelton Banking Centger Branch,0.999614,Inefficient
Madera Branch,0.999614,Inefficient
Summerhill Ln and Mcbean Pkwy Branch,0.999613,Inefficient
Titusville Branch,0.999613,Inefficient
Visalia - Akers Branch,0.999613,Inefficient
Allen Park Branch,0.999612,Inefficient
Coit and 121 Branch,0.999612,Inefficient
Exchange Pkwy and Angel Pkwy Branch,0.999612,Inefficient
North Gig Harbor Branch,0.999612,Inefficient
Southern Hills Shreveport Branch,0.999612,Inefficient
Trumbull Center Banking Center Branch,0.999612,Inefficient
Western Branch,0.999612,Inefficient
Columbia Tech Center Branch,0.999611,Inefficient
Eastwood Mall Branch,0.999611,Inefficient
Great Northern Branch,0.999611,Inefficient
Hazel Dell and 146th Branch,0.999611,Inefficient
Somerville Branch,0.999611,Inefficient
Speedway Banking Branch,0.999611,Inefficient
Stockton - Brookside Branch,0.999611,Inefficient
Tampa and Saticoy Branch,0.999611,Inefficient
West Greeley Branch,0.999611,Inefficient
Green Bay West Branch,0.99961,Inefficient
Inwood and Stemmons Motor Bank Brh,0.99961,Inefficient
Lexwood Branch,0.99961,Inefficient
Manor Road Branch,0.99961,Inefficient
Scott Branch,0.99961,Inefficient
Stroh Ranch Banking Center Branch,0.99961,Inefficient
Pinellas Park - Park Mall Branch,0.999609,Inefficient
Valle Vista Banking Center Branch,0.999609,Inefficient
Baldwin Branch,0.999608,Inefficient
Beaver Dam Main Office Branch,0.999608,Inefficient
Boynton Avenue Branch,0.999608,Inefficient
Davison Donegal Branch,0.999608,Inefficient
Desoto Branch,0.999608,Inefficient
Lake Forest - Trabuco Branch,0.999608,Inefficient
Midway Square Banking Center Branch,0.999608,Inefficient
Turner Parkway Branch,0.999608,Inefficient
Van Wyck Branch,0.999608,Inefficient
Westgae and William Cannon Branch,0.999608,Inefficient
2920 and Spring Cypress Banking Center Branch,0.999607,Inefficient
Lindenwood Branch,0.999607,Inefficient
Neenah Branch,0.999607,Inefficient
Pierson and W 16th Street Branch,0.999607,Inefficient
Ridgewood and Westminster,0.999607,Inefficient
Roosevelt & Canal Jewel Branch,0.999607,Inefficient
Wallington Branch,0.999607,Inefficient
Ken Caryl Branch,0.999606,Inefficient
North Sherwood Branch,0.999606,Inefficient
Pine Grove Garfield Branch,0.999606,Inefficient
Port Townsend Branch,0.999606,Inefficient
Tropicana Beltway Branch,0.999606,Inefficient
Baseline and Boulder Branch,0.999605,Inefficient
Buckingham Village Branch,0.999605,Inefficient
Clermont East Branch,0.999605,Inefficient
West Saginaw Branch,0.999605,Inefficient
Cherry Hill Merriman Branch,0.999604,Inefficient
Dripping Springs Branch,0.999604,Inefficient
Laplace Branch,0.999604,Inefficient
Oak Forest Illinois Banking Center Branch,0.999604,Inefficient
Rockford Downtown Branch,0.999604,Inefficient
Vernon Rt 515 Branch,0.999604,Inefficient
Zachary Branch,0.999604,Inefficient
Arapahpo & Shiloh Branch,0.999603,Inefficient
Chandler & Kyrene Bkg. Ctr. Branch,0.999603,Inefficient
Johnson Creek Branch,0.999603,Inefficient
Lacanada and Lambert Banking Center Branch,0.999603,Inefficient
Long Branch Banking Center Branch,0.999603,Inefficient
North Miami 7th Ave Branch,0.999603,Inefficient
Salem Branch,0.999603,Inefficient
Shirley William Floyd Plaza Branch,0.999603,Inefficient
West 125th Street Branch,0.999603,Inefficient
West Broad Branch,0.999603,Inefficient
Antelope Branch,0.999602,Inefficient
Elk Grove Branch,0.999602,Inefficient
Forest Hills 108th St Branch,0.999602,Inefficient
Professional Park Branch,0.999602,Inefficient
US 42 Branch,0.999602,Inefficient
Burnside Avenue Branch,0.999601,Inefficient
Denver West Banking Center Branch,0.999601,Inefficient
Fair Lawn Branch,0.999601,Inefficient
Fullerton Branch,0.999601,Inefficient
Jeffersontown Branch,0.999601,Inefficient
Malverne Branch,0.999601,Inefficient
Oconomowoc Branch,0.999601,Inefficient
Richmond Main Branch,0.999601,Inefficient
Gentilly-Woods Branch,0.9996,Inefficient
Muskego Branch,0.9996,Inefficient
Snohomish Branch,0.9996,Inefficient
Algonquin Branch,0.999599,Inefficient
Fossil Creek Branch,0.999599,Inefficient
Hempstead Branch,0.999599,Inefficient
Knapp and Beltline Banking Center Branch,0.999599,Inefficient
Monroe Applegarth Banking Ctr Branch,0.999599,Inefficient
Port Jefferson Branch,0.999599,Inefficient
Tara Branch,0.999599,Inefficient
Center Street Branch,0.999598,Inefficient
Pleasant Plains-Bedell Branch,0.999598,Inefficient
Bennett Valley Branch,0.999597,Inefficient
Colville Branch,0.999597,Inefficient
Fairmount Branch,0.999597,Inefficient
Gold Canyon Banking Center Branch,0.999597,Inefficient
Kendall Park Plaza Branch,0.999597,Inefficient
Newhall Branch,0.999597,Inefficient
Northbrook Branch,0.999597,Inefficient
Tuxedo Branch,0.999597,Inefficient
Westgate Rochester Branch,0.999597,Inefficient
Los Gatos - Los Gatos Blvd Branch,0.999596,Inefficient
Southland Mall Branch,0.999596,Inefficient
Crosstown Branch,0.999595,Inefficient
East Windsor Banking Center Branch,0.999595,Inefficient
Evans & Stone Oak Banking Ctr Branch,0.999595,Inefficient
Highland Deerwood Branch,0.999595,Inefficient
Corvallis Branch,0.999594,Inefficient
Pontchartrain Branch,0.999594,Inefficient
Port Arthur Branch,0.999594,Inefficient
Telfair Branch,0.999594,Inefficient
Turfway Branch,0.999594,Inefficient
Walker Road Branch,0.999594,Inefficient
West Bend Main Office Branch,0.999594,Inefficient
Yakima Branch,0.999594,Inefficient
Castleton Banking Center Branch,0.999593,Inefficient
Chenoweth Lane Banking Center Branch,0.999593,Inefficient
King City Branch,0.999593,Inefficient
Riverview Branch,0.999593,Inefficient
Thornwood Branch,0.999593,Inefficient
Wynnewood Branch,0.999593,Inefficient
Chicago - North & Larrabee Branch,0.999592,Inefficient
Fm 29 & Barker Cypress Branch,0.999592,Inefficient
South Mountain Branch,0.999592,Inefficient
South Post Oak Branch,0.999592,Inefficient
Spring Valley Branch,0.999592,Inefficient
West Palm Beach - Ibis Branch,0.999592,Inefficient
Congers Branch,0.999591,Inefficient
Kingsgate Branch,0.999591,Inefficient
North Center Road Branch,0.999591,Inefficient
Stow Branch,0.999591,Inefficient
Town Square Branch,0.99959,Inefficient
Keizer Branch,0.999589,Inefficient
Marathon Pkwy Branch,0.999589,Inefficient
San Luis Obispo - Madonna Branch,0.999589,Inefficient
Chicago - Clybourn Square Branch,0.999588,Inefficient
North May and 122nd Branch,0.999588,Inefficient
Picadome Branch,0.999588,Inefficient
Plainview Branch,0.999588,Inefficient
Pompano Citi Centre Branch,0.999588,Inefficient
Preston and Beltline Branch,0.999588,Inefficient
West Melbourne - Palm Branch,0.999588,Inefficient
Alamo Heights Branch,0.999587,Inefficient
Clayton Road Branch,0.999587,Inefficient
Mulberry Milford Branch,0.999587,Inefficient
Vacaville Branch,0.999587,Inefficient
Bridgeport Johnson Avenue Branch,0.999586,Inefficient
Buenaventura Lakes Branch,0.999586,Inefficient
Canfield Branch,0.999586,Inefficient
Fisher's Landing Branch,0.999586,Inefficient
Goshen Main Branch,0.999586,Inefficient
Greenfield Banking Center Branch,0.999586,Inefficient
Holland 8th St Branch,0.999586,Inefficient
North Garland Drive-Up Branch,0.999586,Inefficient
Ortonville Branch,0.999586,Inefficient
Bethany Home and 19th Avenue Branch,0.999585,Inefficient
Cedar Hill Banking Center Branch,0.999585,Inefficient
Lockport Farrell Rd Branch,0.999585,Inefficient
New Rochelle Branch,0.999585,Inefficient
Provo University Ave Branch,0.999585,Inefficient
Suffern Branch,0.999585,Inefficient
Hollywood West Branch,0.999584,Inefficient
Rockwall Banking Center Branch,0.999584,Inefficient
Bay Shore Branch,0.999583,Inefficient
Delaware Branch,0.999583,Inefficient
Elm Road Branch,0.999583,Inefficient
Harper 13 Mile Road Banking Center Branch,0.999583,Inefficient
Hempstead Tpke and Randal Branch,0.999583,Inefficient
Higley and Guadalupe Banking Center Branch,0.999583,Inefficient
Old Town Banking Center Branch,0.999583,Inefficient
Ridge Munster Branch,0.999583,Inefficient
Roanoke Banking Center Branch,0.999583,Inefficient
Bellerose Branch,0.999582,Inefficient
Coshocton Main Branch,0.999582,Inefficient
Hewlett and Peninsula Branch,0.999582,Inefficient
Naperville Rt 59 and 95th Branch,0.999582,Inefficient
Nesconset Branch,0.999582,Inefficient
North Josey and Rosemeade Branch,0.999582,Inefficient
South Loop Banking Center Branch,0.999582,Inefficient
Albany Branch,0.999581,Inefficient
Dickson Hill Branch,0.999581,Inefficient
Emeryville Branch,0.999581,Inefficient
Lake Worth Lake Ave Branch,0.999581,Inefficient
NW Federal Highway Branch,0.999581,Inefficient
St. Marys Avenue Branch,0.999581,Inefficient
Woodlands Parkway Banking Center Branch,0.999581,Inefficient
Beaumont Highland Springs Branch,0.99958,Inefficient
Chino Valley Branch,0.99958,Inefficient
South Western and 119th Branch,0.99958,Inefficient
Bell Road-Cave Creek Branch,0.999579,Inefficient
Chesterland Branch,0.999579,Inefficient
Ravenna Branch,0.999579,Inefficient
South Lake Union Branch,0.999579,Inefficient
Vista Lakes Branch,0.999579,Inefficient
Arcata Branch,0.999578,Inefficient
Benson Center Branch,0.999578,Inefficient
Cornwall Branch,0.999578,Inefficient
Eastern By Pass Branch,0.999578,Inefficient
Hardin and El Dorado Branch,0.999578,Inefficient
Speedway & Lynnhurst Branch,0.999578,Inefficient
Wanamaker Branch,0.999578,Inefficient
Westchester Banking Center Branch,0.999578,Inefficient
Anaheim Plaza Branch,0.999577,Inefficient
Glendale Main Branch,0.999577,Inefficient
Mount Pleasant Branch,0.999577,Inefficient
Northpoint & Route 120 Bkg Ctr Branc,0.999577,Inefficient
Crestwood Banking Center Branch,0.999576,Inefficient
Louisville Colorado Branch,0.999576,Inefficient
Nelbar Branch,0.999576,Inefficient
North Brunswick Banking Center Branch,0.999576,Inefficient
South San Francisco Branch,0.999576,Inefficient
Huron River Drive Branch,0.999575,Inefficient
Maspeth and 48th St Branch,0.999575,Inefficient
Montauk Branch,0.999575,Inefficient
Piney Creek Branch,0.999575,Inefficient
Rosemont Branch,0.999575,Inefficient
Sharyland Branch,0.999575,Inefficient
White Plains/Gateway Plaza Branch,0.999575,Inefficient
82-462 Highway 111 Branch,0.999574,Inefficient
Dania Branch,0.999574,Inefficient
East 39th South Branch,0.999574,Inefficient
Highland Drive-Up Branch,0.999574,Inefficient
Mohave Valley Branch,0.999574,Inefficient
Shrub Oak Branch,0.999574,Inefficient
West Hempstead Branch,0.999574,Inefficient
Marysville Branch,0.999573,Inefficient
Sparkill Branch,0.999573,Inefficient
Van Born Road Branch,0.999573,Inefficient
Madrona Branch,0.999572,Inefficient
Manito Branch,0.999572,Inefficient
Memorial and 91st Branch,0.999572,Inefficient
Oak Forest Team Branch,0.999572,Inefficient
Riverstone Branch,0.999572,Inefficient
Route 4 Elmwood Park Branch,0.999572,Inefficient
Chester and East Main Street Branch,0.999571,Inefficient
Dyker Heights Branch,0.999571,Inefficient
Highland Park Branch,0.999571,Inefficient
League City Branch,0.999571,Inefficient
Spring Lake Branch,0.999571,Inefficient
Fishkill Branch,0.99957,Inefficient
Hilltop Branch,0.99957,Inefficient
Lakeport Branch,0.99957,Inefficient
Okeechobee Branch,0.99957,Inefficient
Springboro Branch,0.99957,Inefficient
135th Street & Fifth Avenue Branch,0.999569,Inefficient
Katy Fort Bend Banking Center Branch,0.999569,Inefficient
Orange Plaza Branch,0.999569,Inefficient
Stacy and US 75 Branch,0.999569,Inefficient
Westbury Post and Maple Branch,0.999569,Inefficient
Wheeling Main Branch,0.999569,Inefficient
Willow Bend Banking Center Branch,0.999569,Inefficient
California Avenue Branch,0.999568,Inefficient
Cranford Banking Center Branch,0.999568,Inefficient
Lacey Branch,0.999568,Inefficient
Triangle Center Branch,0.999568,Inefficient
West Van Buren Branch,0.999568,Inefficient
Yuba City Branch,0.999568,Inefficient
Bangerter Crossing Branch,0.999567,Inefficient
Beaver Branch,0.999567,Inefficient
Copperfield Branch,0.999567,Inefficient
Gilbert and Riggs Banking Center Branch,0.999567,Inefficient
Gratiot Branch,0.999567,Inefficient
Washingtonville Branch,0.999567,Inefficient
Happy Valley & I 17 Bnkg Ctr Branch,0.999566,Inefficient
Nostrand Ave and Ave Y Branch,0.999566,Inefficient
Pinhook Road Branch,0.999566,Inefficient
Richfield-Bath Branch,0.999566,Inefficient
Sepulveda and Sherman Way Branch,0.999566,Inefficient
Warwick Branch,0.999566,Inefficient
Dover Branch,0.999565,Inefficient
Grapevine Branch,0.999565,Inefficient
Kennedy and Westshore Banking Center Branch,0.999565,Inefficient
Sunset and Green Valley Branch,0.999565,Inefficient
Cottonwood Branch,0.999564,Inefficient
Fresh Pond Rd Branch,0.999564,Inefficient
Grand Prairie Branch,0.999564,Inefficient
High Desert Gateway Branch,0.999564,Inefficient
Kings Hwy & Convey Island Avenue Banking Center,0.999564,Inefficient
Sequim Branch,0.999564,Inefficient
Washington Square Fort Wayne Branch,0.999564,Inefficient
Northeast 112th and Halsey Branch,0.999563,Inefficient
Barker Cypress and 290 Branch,0.999562,Inefficient
Lantana Downtown Branch,0.999562,Inefficient
Market Center Branch,0.999562,Inefficient
Marrero Banking Center Branch,0.999562,Inefficient
Pearland Parkway Branch,0.999562,Inefficient
Pleasant Prairie Branch,0.999562,Inefficient
Richland Hills Branch,0.999562,Inefficient
Second Ave and 28th St,0.999562,Inefficient
Stirling Branch,0.999562,Inefficient
Sullivan Road Branch,0.999562,Inefficient
Union Stuyvesant Branch,0.999562,Inefficient
Bedford I Street Branch,0.999561,Inefficient
Essex Street Branch,0.999561,Inefficient
Sherwood Branch,0.999561,Inefficient
East Towne Branch,0.99956,Inefficient
Franklin Morton Branch,0.99956,Inefficient
Highlands Ranch Pkwy and Lucent Branch,0.99956,Inefficient
Lake Havasu North Branch,0.99956,Inefficient
Northchester Branch,0.99956,Inefficient
San Pedro Branch,0.99956,Inefficient
Trumbull Quality Street Branch,0.99956,Inefficient
Wintersville Branch,0.99956,Inefficient
Cedar Hills and Lone Peak Branch,0.999559,Inefficient
Centennial Banking Center Branch,0.999559,Inefficient
Coleman Ave Branch,0.999559,Inefficient
Kraemer Branch,0.999559,Inefficient
Tigard Branch,0.999559,Inefficient
Weatherford Branch,0.999559,Inefficient
Bailey Road Branch,0.999558,Inefficient
Breton-Burton Branch,0.999558,Inefficient
Cerritos Lincoln Station Branch,0.999558,Inefficient
San Diego Little Italy Branch,0.999558,Inefficient
Sunrise Marketplace Branch,0.999558,Inefficient
West Manchester Avenue Branch,0.999558,Inefficient
Windmill Branch,0.999558,Inefficient
Barstow Branch,0.999557,Inefficient
Columbus Square Branch,0.999557,Inefficient
Cypress Hills Branch,0.999557,Inefficient
East Garden City Branch,0.999557,Inefficient
Kaliste Saloom Road Branch,0.999557,Inefficient
Medical Center Fredericksburg Branch,0.999557,Inefficient
Ogden Avenue and Home Banking Center Branch,0.999557,Inefficient
Roosevelt and 82nd St Branch,0.999557,Inefficient
Simonton Lake Branch,0.999557,Inefficient
California Club Branch,0.999556,Inefficient
Heritage Valley Branch,0.999556,Inefficient
Lincoln and Summerdale Branch,0.999556,Inefficient
Amboy Montreal Branch,0.999555,Inefficient
Bay Colony Banking Center Branch,0.999555,Inefficient
Forest Hill Branch,0.999555,Inefficient
Trails Center Branch,0.999555,Inefficient
Century Square Branch,0.999554,Inefficient
Flagstaff Downtown Branch,0.999554,Inefficient
Stonegate Banking Center Branch,0.999554,Inefficient
Vernon Hills Banking Center Branch,0.999554,Inefficient
Wappinger Branch,0.999554,Inefficient
West Babylon Branch,0.999554,Inefficient
Airline Bossier Branch,0.999553,Inefficient
Battle Ground Branch,0.999553,Inefficient
New Caney Branch,0.999553,Inefficient
Old Country Road Branch,0.999553,Inefficient
Tulare Branch,0.999553,Inefficient
Main and Douglas Banking Ctr. Branch,0.999552,Inefficient
Milwaukee Ashland Banking Center Branch,0.999552,Inefficient
Pleasant Grove Branch,0.999552,Inefficient
South Blvd and Crooks Branch,0.999552,Inefficient
South Commercial Branch,0.999552,Inefficient
31st and Park Avenue Branch,0.999551,Inefficient
Ada Branch,0.99955,Inefficient
Camelback & Dysart Banking Center Branch,0.99955,Inefficient
Claremont Branch,0.99955,Inefficient
Ft. Worth East Branch,0.99955,Inefficient
Homewood Banking Center Branch,0.99955,Inefficient
Indian School and 33rd Avenue Branch,0.99955,Inefficient
Lincoln Branch,0.99955,Inefficient
Placerville Branch,0.99955,Inefficient
Ruston Main Branch,0.99955,Inefficient
Fond Du Lac Main Office Branch,0.999549,Inefficient
